Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
c31df7a35168bfd999f18b1ffa6b7e1ded3c74cd1e126c7a440f590c0c79d7c7,2021-05,Bedfordshire Police,Bedfordshire Police,,,No location,,,Unable to prosecute suspect
df14db153106b5a9340f0f9c3ac8f69bbb30571f23f80a22cdaa33714e1b51a6,2021-05,Bedfordshire Police,Bedfordshire Police,,,No location,,,Investigation complete; no suspect identified
89775540d336becdcb1c350f9eb11a2a62e7db279a390450bc68e8ff88d9ad0d,2021-05,Bedfordshire Police,Bedfordshire Police,-0.524442,51.904222,On or near WATLING PLACE,E01017579,Central Bedfordshire 026B,Unable to prosecute suspect
12ea9906a5add2ae60278958cac8d535270444a03b5014e9909297c251a1fed2,2021-05,Bedfordshire Police,Bedfordshire Police,,,No location,,,Unable to prosecute suspect
f3f093c0cf5075f212dae231dca75147a7d8803bb49372e540ba76610518b60e,2021-05,Bedfordshire Police,Bedfordshire Police,,,No location,,,Unable to prosecute suspect
3c01a3afee1d58bfb3241ba317f4a595f6994acd6775e6c9b2620b1b5eb8da35,2021-05,Bedfordshire Police,Bedfordshire Police,,,No location,,,Investigation complete; no suspect identified
73acd904f431ccca45b3d9694b2413f87c058796241cad7b0b27a62a92578f61,2021-05,Bedfordshire Police,Bedfordshire Police,,,No location,,,Investigation complete; no suspect identified
45f709a3f3f63b225c327d88a4fe71f39b776d3c1a5c2a264a7d5e6e90c0c9f5,2021-05,Bedfordshire Police,Bedfordshire Police,-0.400412,51.874916,On or near KIMPTON ROAD,E01015790,Luton 021B,Investigation complete; no suspect identified
1f1a184cf13fcf3f4a0ddc14745bd111d1269653665f7696b73d9eba4cd1bf28,2021-05,Bedfordshire Police,Bedfordshire Police,-0.476083,51.900270,On or near HEBDEN CLOSE,E01015718,Luton 013C,Local resolution
93aa97e8699dc46bf3d25758c6bf9eb1292f622b2449ae568905beed3a9183c3,2021-05,Bedfordshire Police,Bedfordshire Police,-0.527233,51.891795,On or near PARK STREET,E01017568,Central Bedfordshire 029C,Unable to prosecute suspect
ff4ebcc157b0fd90b35558e2ab37057a9e4c9b286c3f6b28e23cb88ac549959d,2021-05,Bedfordshire Police,Bedfordshire Police,-0.418935,52.125455,On or near A421,E01034429,Bedford 021D,Local resolution
2036e2a5bcddcecb7b93e61472834e46e66a7d5fb75a0f2a3fe7a27b24dc90cf,2021-05,Bedfordshire Police,Bedfordshire Police,-0.489760,51.900716,On or near TREFOIL CLOSE,E01015759,Luton 009D,Unable to prosecute suspect
7f299b76741d39dabee91ceb07637adc7a5a93d909f67d8ddde732fead3c8733,2021-05,Bedfordshire Police,Bedfordshire Police,-0.250652,52.090214,On or near SUTTON AVENUE,E01033813,Central Bedfordshire 006J,Unable to prosecute suspect
f8de44c2db89539b3a58800b5428cc5d3abdee1ef6e81fb0de4079a6914e5551,2021-05,Bedfordshire Police,Bedfordshire Police,-0.386034,51.884557,On or near POLZEATH CLOSE,E01015722,Luton 014B,Unable to prosecute suspect
a37194471130641cc48580a99447ede82879356d7258413c716b9b679777a05b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.653340,51.919084,On or near GEORGE STREET,E01017556,Central Bedfordshire 021B,Unable to prosecute suspect
03498225448d83b1190ec3e1f6fa85e3a82bcb241ef89c1828430a5e2882918f,2021-05,Bedfordshire Police,Bedfordshire Police,-0.480469,52.126632,On or near STAFFORD ROAD,E01017512,Bedford 016D,Unable to prosecute suspect
d5c8eb8669e9646f9cf179a459318ed43540361d5c7b6e063c91df74af8e8f79,2021-05,Bedfordshire Police,Bedfordshire Police,-0.415025,51.880320,On or near Parking Area,E01033805,Luton 023C,Investigation complete; no suspect identified
76570aa8f39a459470c5cd6d78db89e53a8317473aa692fd1663f7ffe120e509,2021-05,Bedfordshire Police,Bedfordshire Police,-0.396053,51.888012,On or near STANFORD ROAD,E01015781,Luton 016F,Investigation complete; no suspect identified
38118e94636c3c26a8c56632e502cf2cf690bfd5fe455784ad2a912b893db47e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.466354,52.140341,On or near Nightclub,E01017484,Bedford 009C,Formal action is not in the public interest
d535ab93e5a1901773d14a8920545394b3ea778840d46b4a309a18255fb88013,2021-05,Bedfordshire Police,Bedfordshire Police,-0.413965,51.875783,On or near OXFORD ROAD,E01033806,Luton 021G,Unable to prosecute suspect
51cda03b0c8b7e93d5017435a91304689a8c629591a7b9036043e106c8c1b81c,2021-05,Bedfordshire Police,Bedfordshire Police,-0.417202,51.879154,On or near Shopping Area,E01033803,Luton 023A,Suspect charged
0efef7c1300171d75e2922af191a56f3a82c98b76fa9e193701d62817d60f85e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.416992,51.883071,On or near OLD BEDFORD ROAD,E01033801,Luton 022C,Investigation complete; no suspect identified
b018929e3e98393fb13fd5eb448a320b152e5d4711d167e5df7b9c123c30b952,2021-05,Bedfordshire Police,Bedfordshire Police,-0.474559,51.902786,On or near BANK CLOSE,E01015749,Luton 005A,Investigation complete; no suspect identified
49e0afcda917e80e225418c8b1af15069031947587dfe4114eff2848b45d6765,2021-05,Bedfordshire Police,Bedfordshire Police,-0.419078,51.875375,On or near ELIZABETH STREET,E01033806,Luton 021G,Suspect charged
61e179dec7c2a02aebe8b461139dfecee459f8d740bede86523b8b5d6093d4b0,2021-05,Bedfordshire Police,Bedfordshire Police,-0.631618,51.995521,On or near WOBURN ROAD,E01017452,Central Bedfordshire 009E,Offender given a caution
d8d81f9f93c358b2bc19dda63f1e537ee3a592a99eafa9f3917a28c5e4a07e3e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.461457,51.922082,On or near BRUSSELS WAY,E01015774,Luton 003E,Local resolution
8ec983cf494c5c445a5ba1ce45b4e218fef76f06dd8223ef78f21ac8543bd7e8,2021-05,Bedfordshire Police,Bedfordshire Police,-0.684579,51.923888,On or near CHESTNUT RISE,E01017610,Central Bedfordshire 022D,Suspect charged
3284fc87d2f11453202f9be8e36c29c8cdb64172297b6fe51d1cba0984c9e0b5,2021-05,Bedfordshire Police,Bedfordshire Police,-0.491799,51.901893,On or near WEDGEWOOD ROAD,E01015759,Luton 009D,Local resolution
70acedf6ce95cf8d4461f8416615a2bbbc226f5a7a23bfc794e80a6c9b77f7be,2021-05,Bedfordshire Police,Bedfordshire Police,-0.478111,52.142660,On or near WARWICK AVENUE,E01017501,Bedford 010E,Investigation complete; no suspect identified
338a45effb54e2e09d430193fde4333af7c9b0ee56ef65541b2efea812464d04,2021-05,Bedfordshire Police,Bedfordshire Police,-0.465181,52.154046,On or near Parking Area,E01017457,Bedford 005E,Investigation complete; no suspect identified
c227b6ce8cc918b684322542eb652919d4195c4b0895a62240104dd278008869,2021-05,Bedfordshire Police,Bedfordshire Police,-0.497677,51.876450,On or near LINCOLN CLOSE,E01017594,Central Bedfordshire 030C,Investigation complete; no suspect identified
08455dd20bb70d8f08ab52cc06c301dea6c626a185d82dd5f26179dceae28e96,2021-05,Bedfordshire Police,Bedfordshire Police,-0.539752,51.890665,On or near ALDBANKS,E01017595,Central Bedfordshire 028B,Investigation complete; no suspect identified
332615fa78d1a057489a1c39a17a5e1dce0ae0167f6759b35a3d77542a666c4c,2021-05,Bedfordshire Police,Bedfordshire Police,-0.422742,51.885648,On or near BROOK STREET,E01015699,Luton 017B,Unable to prosecute suspect
f590f42f9d7a34db622061ba7efdfc16c07ccb2eb923a3e1bd45d51bf732c7c0,2021-05,Bedfordshire Police,Bedfordshire Police,-0.554991,51.909843,On or near A5,E01017578,Central Bedfordshire 026A,Investigation complete; no suspect identified
76898eb0ccfe5556388979d3b98c4be03f8c65c6be4f6fa2af90d9434e00eff0,2021-05,Bedfordshire Police,Bedfordshire Police,-0.458410,52.131273,On or near CARDINGTON ROAD,E01017522,Bedford 014E,Investigation complete; no suspect identified
db427a7231d53607bc65618c09b87861c51ef2d6272b82f3fc3c742d15d077fa,2021-05,Bedfordshire Police,Bedfordshire Police,-0.646697,51.926776,On or near VANDYKE ROAD,E01017606,Central Bedfordshire 020D,Investigation complete; no suspect identified
550c63c578684f98648ab1d2df88927c263c0a7b3338ade04591fd882d237051,2021-05,Bedfordshire Police,Bedfordshire Police,-0.494573,52.001914,On or near DUNSTABLE CLOSE,E01017405,Central Bedfordshire 016C,Investigation complete; no suspect identified
6e9dc75f0ff704a2c744130606f85705bd4c9d8ffd530b5e2ca8211d0e8278a7,2021-05,Bedfordshire Police,Bedfordshire Police,-0.437508,51.912811,On or near ST OLAM'S CLOSE,E01015748,Luton 004D,Investigation complete; no suspect identified
26cdf7d2973dbf0210249dc69927e8fbed4ebc18fb8e686aaa2fd47d0539dc8e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.448855,52.165755,On or near CLEAT HILL,E01033431,Bedford 004F,Investigation complete; no suspect identified
4888bc154cf9977992de0ab3d73e4b78df745f36aada455fb2da1db2959cd033,2021-05,Bedfordshire Police,Bedfordshire Police,-0.605349,52.068366,On or near EAST HILLS,E01017397,Central Bedfordshire 007F,Investigation complete; no suspect identified
b0f47f85f7f429f7f6fc147dfc42e06b5be4d8d9f62e3b6c0f78b650029633b3,2021-05,Bedfordshire Police,Bedfordshire Police,-0.462390,52.001553,On or near OAK DRIVE,E01017398,Central Bedfordshire 017A,Unable to prosecute suspect
ec4aa0b3bdeeac24a9f4c6f7ae5e930f18addde6435af8178d1a072f5d75dc7c,2021-05,Bedfordshire Police,Bedfordshire Police,-0.449641,51.896966,On or near CHILTERN GARDENS,E01015717,Luton 011E,Investigation complete; no suspect identified
4a1824227cacb9190af67e974eb833324d65db437e35b74b3ef89d061b6fae1b,2021-05,Bedfordshire Police,Bedfordshire Police,,,No location,,,Investigation complete; no suspect identified
72fb7646da8332b2cf175e624ded51d59c3c4228bd4d57f29855b6533f52bf78,2021-05,Bedfordshire Police,Bedfordshire Police,-0.539579,52.092979,On or near Sports/Recreation Area,E01034425,Bedford 020E,Investigation complete; no suspect identified
ac51ddc48cf844de686abb53c231d88cee383ed67d6070aba811842047106e53,2021-05,Bedfordshire Police,Bedfordshire Police,-0.417729,51.878208,On or near KING STREET,E01033803,Luton 023A,Investigation complete; no suspect identified
c9f70fb2e289ee4f534c12456f3a61d3fc7eba47592ba4d204d3833254b656b2,2021-05,Bedfordshire Police,Bedfordshire Police,-0.503215,51.946763,On or near Parking Area,E01017620,Central Bedfordshire 019C,Investigation complete; no suspect identified
f6e7b744847a7c7b83ca6130f75a9dd989ac211add277eba073080176482c828,2021-05,Bedfordshire Police,Bedfordshire Police,-0.479068,51.996473,On or near WESTONING ROAD,E01017398,Central Bedfordshire 017A,Unable to prosecute suspect
f2c311b6bfa505e825319c09f23ff82ab2ad0b19b4a8e8a282cb9dd13b2dc22a,2021-05,Bedfordshire Police,Bedfordshire Police,-0.456026,51.890046,On or near CHAUL END LANE,E01015715,Luton 011C,Investigation complete; no suspect identified
3dab42d51ffd4424797dabb175f4bfe09d50da39138c385c1b210b7619dddbd3,2021-05,Bedfordshire Police,Bedfordshire Police,-0.489132,52.007320,On or near HINKSLEY ROAD,E01017400,Central Bedfordshire 015B,Investigation complete; no suspect identified
9339188fbd3d210cd65c54778c7d65232966181ee37218193248d8d19e801383,2021-05,Bedfordshire Police,Bedfordshire Police,-0.194182,51.815120,On or near NORTHWAY,E01023915,Welwyn Hatfield 004D,Unable to prosecute suspect
0e5d13fca1b53d2a692f56b05dd13b3108fbe25477855ed7f511a9e97c002d4f,2021-05,Bedfordshire Police,Bedfordshire Police,-0.656865,51.925211,On or near WINSTON CLOSE,E01017609,Central Bedfordshire 021E,Investigation complete; no suspect identified
c19204a2447b3c6a2576c1ced969116dd0f200b0e76751cafa8bc50fed53bd6b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.459475,52.090233,On or near SCHOOL LANE,E01034434,Bedford 022D,Unable to prosecute suspect
6bf428cc9478bf93efaa7b80e1cd90396e721886d4b8f4a5090f19e831997074,2021-05,Bedfordshire Police,Bedfordshire Police,-0.417202,51.879154,On or near Shopping Area,E01033803,Luton 023A,Investigation complete; no suspect identified
fd36f7bcb2ee06ce835647067cddc00e96bac5447b69e38b85dc14aaef50dd4e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.539579,52.092979,On or near Sports/Recreation Area,E01034425,Bedford 020E,Unable to prosecute suspect
bc080a5c75cf4b97ba020bd1fc8a1e3a5067ee993402abbaf715d3f9bf2155a8,2021-05,Bedfordshire Police,Bedfordshire Police,-0.483799,52.133976,On or near IDDESLEIGH ROAD,E01017536,Bedford 013B,Unable to prosecute suspect
211a425f99d5dbaac5599461b3c5c43b0331c0bc0bc6a60efa124c76826377a8,2021-05,Bedfordshire Police,Bedfordshire Police,-0.518518,51.877946,On or near CROSBY CLOSE,E01017625,Central Bedfordshire 031C,Unable to prosecute suspect
43a44030d401285cbc633a1337ee5bde57569afbe616f4d83cdb7077a0b732d2,2021-05,Bedfordshire Police,Bedfordshire Police,-0.459475,52.090233,On or near SCHOOL LANE,E01034434,Bedford 022D,Unable to prosecute suspect
b58845cb8967279b3d2f315fa5597212cadf3fb06f23fcf21ea291da5b27f472,2021-05,Bedfordshire Police,Bedfordshire Police,-0.459475,52.090233,On or near SCHOOL LANE,E01034434,Bedford 022D,Unable to prosecute suspect
4b8522b08f03abc3f10ec9e3739f4a11720854d299d082e580ead0a18d7f892d,2021-05,Bedfordshire Police,Bedfordshire Police,-0.430458,51.892747,On or near Supermarket,E01015701,Luton 010B,Investigation complete; no suspect identified
b196ce936d57f59a3b9f43b3f1cc7fd19b86a0b43d36b8ffa9b8f4b7ff912fd4,2021-05,Bedfordshire Police,Bedfordshire Police,-0.430458,51.892747,On or near Supermarket,E01015701,Luton 010B,Investigation complete; no suspect identified
51f4a45214a680c104e5381635dc1dd26610b78b97656064d0dbb5af08198928,2021-05,Bedfordshire Police,Bedfordshire Police,-0.503215,51.946763,On or near Parking Area,E01017620,Central Bedfordshire 019C,Investigation complete; no suspect identified
046601ef3a49390ba328c9709d2cd8ab5a5f0b5cefe33e5bad3858c9a10a01dc,2021-05,Bedfordshire Police,Bedfordshire Police,-0.455413,51.904973,On or near HEWLETT ROAD,E01015765,Luton 006B,Investigation complete; no suspect identified
f491a6fa2d92c8fbabff074a8bccd38c395af341b98e51cb7760210c3862d94e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.644672,51.906127,On or near JOHNSON DRIVE,E01033833,Central Bedfordshire 024M,Unable to prosecute suspect
5605f54805ec8ddf9bdbebf7935a6ac5b70a4f9d885b9cb8eba59826cae85380,2021-05,Bedfordshire Police,Bedfordshire Police,-0.487523,52.113748,On or near THE HOLLIES,E01017513,Bedford 018A,Unable to prosecute suspect
86bff5ec8b47ea787f5c3d87f29d6e514995d62a4d86471034b1b13a08bc585a,2021-05,Bedfordshire Police,Bedfordshire Police,-0.471690,52.136850,On or near SAFFRON CLOSE,E01017466,Bedford 012A,Unable to prosecute suspect
628d0db7142cf0b60fa9e5bd0bfcc78ec4802306184c4cb3dbcf0aeb1bf9b086,2021-05,Bedfordshire Police,Bedfordshire Police,-0.416240,51.875094,On or near CASTLE STREET,E01033806,Luton 021G,Investigation complete; no suspect identified
027ec967462bc722a6f6d03d01b7174b2b5edbf103f133dbdbc48c4c18291545,2021-05,Bedfordshire Police,Bedfordshire Police,-0.523867,52.099329,On or near POTTERS CROSS,E01017553,Bedford 020C,Unable to prosecute suspect
bce19bff58c17d1542c796a77f55e8ee0d346a5405ab7706bffacf2c62bf843f,2021-05,Bedfordshire Police,Bedfordshire Police,-0.244738,52.076881,On or near Petrol Station,E01017381,Central Bedfordshire 006A,Investigation complete; no suspect identified
52f9e24c2d9d9e4c7b516c2b9608930503c3a56a3e0e9818b5d42d1e2e650b76,2021-05,Bedfordshire Police,Bedfordshire Police,-0.468587,52.139992,On or near HARPUR STREET,E01017502,Bedford 010F,Investigation complete; no suspect identified
255b80ed1a08e7056c43c60007cb510a0a3eb000bfd1bea3beb144d82b94c2e4,2021-05,Bedfordshire Police,Bedfordshire Police,-0.471139,52.139720,On or near ADELAIDE SQUARE,E01017502,Bedford 010F,Investigation complete; no suspect identified
5ab35864c3a3d67f6f3d5ac6755e4046e7e122a8c388e8b75e7eab3a516d0e4c,2021-05,Bedfordshire Police,Bedfordshire Police,-0.480710,52.254724,On or near KINGS CLOSE,E01017541,Bedford 001B,Unable to prosecute suspect
acfc6396ec04ddd5f372044ddbfeec0cd199f76193c5a64cb750355074df3399,2021-05,Bedfordshire Police,Bedfordshire Police,-0.498070,52.113227,On or near ST MATHEWS CLOSE,E01017514,Bedford 018B,Investigation complete; no suspect identified
a62dd1680452dddd15d5e6069ae1fdd1079f471eac47b6d851a43e834b7c81c0,2021-05,Bedfordshire Police,Bedfordshire Police,-0.437518,51.870191,On or near Further/Higher Educational Building,E01015736,Luton 020E,Unable to prosecute suspect
3d39c34b4e54c1b074eff7f65befe9129f2eb45652a5633a1865cdc63cb975bb,2021-05,Bedfordshire Police,Bedfordshire Police,-0.452864,52.127316,On or near HARDING CLOSE,E01017523,Bedford 014F,Unable to prosecute suspect
e61a8f48a55368c3b56756ffda9517e98f7a10589fd66a824ddcef7d7b143753,2021-05,Bedfordshire Police,Bedfordshire Police,-0.396302,51.902654,On or near Petrol Station,E01015796,Luton 012F,Investigation complete; no suspect identified
5582f03a045c78ff1d999a6e24691a57867247aa63dba67da9051a127b6cf59f,2021-05,Bedfordshire Police,Bedfordshire Police,-0.424506,52.153879,On or near HAMSTERLEY CLOSE,E01017492,Bedford 007E,Unable to prosecute suspect
b8abeef3abc397403a16f840bff131c9c2ea368343f9567e595aacd350e05feb,2021-05,Bedfordshire Police,Bedfordshire Police,-0.434585,51.922447,On or near DEXTER CLOSE,E01015707,Luton 001B,Unable to prosecute suspect
2367834b544e7dc333dd0fb0c78f3177bc563c3321ff5f2c4a833346f0c5f92c,2021-05,Bedfordshire Police,Bedfordshire Police,-0.433553,52.136430,On or near BARKER'S LANE,E01017525,Bedford 011B,Investigation complete; no suspect identified
e4edf0596ddfb969b3a44c07d2548d35433589a8d54e81a02cab851feba8b024,2021-05,Bedfordshire Police,Bedfordshire Police,-0.430856,51.903416,On or near FALLOWFIELD,E01015782,Luton 010D,Investigation complete; no suspect identified
9fc722f376b1cdf6cee782dfd487f2cce6a219efac32d7fdb06d68681b61db2b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.470173,52.164496,On or near WOODLANDS,E01017479,Bedford 003B,Unable to prosecute suspect
82d4dec14a0a16c9880acdcb0b779b650f7e1d17002f8818a2fc8dea3ba9eca0,2021-05,Bedfordshire Police,Bedfordshire Police,,,No location,,,Unable to prosecute suspect
1164ce7eb311b8cd9c3d0639ff2d1c439a13cf08542f14f9cec5a0ee5202034d,2021-05,Bedfordshire Police,Bedfordshire Police,-0.482683,52.136281,On or near HURST GROVE,E01017539,Bedford 013E,Local resolution
a8fd995c34ca50d6134c3f79ffdf119c2bd453b7625bf42a7a297f0d0c1aa1a9,2021-05,Bedfordshire Police,Bedfordshire Police,-0.667784,51.918924,On or near VIMY ROAD,E01017557,Central Bedfordshire 021C,Unable to prosecute suspect
76d2b4122bf90c322744ae9cc6e1a32c02cfdb697bd428afb772eb9ef33a7e14,2021-05,Bedfordshire Police,Bedfordshire Police,-0.447394,52.134213,On or near TENNYSON ROAD,E01017468,Bedford 012C,Unable to prosecute suspect
e885c21baa543e8d49d78efff4a5994ba34bc9ed5fba126d9fa080dd9a1938c7,2021-05,Bedfordshire Police,Bedfordshire Police,-0.397259,51.881078,On or near DURHAM ROAD,E01015719,Luton 016A,Unable to prosecute suspect
a7fbeb14d8c3756919ea8909c0d6a5afdc3950b37b504e752b8b36b5d075408a,2021-05,Bedfordshire Police,Bedfordshire Police,-0.471481,52.147223,On or near HILL RISE,E01017498,Bedford 010B,Unable to prosecute suspect
60b088f1b4922f106b265456d875f656abbf85915868660050c5f8890dbd5de6,2021-05,Bedfordshire Police,Bedfordshire Police,-0.413110,51.881481,On or near Parking Area,E01033805,Luton 023C,Investigation complete; no suspect identified
25fbcaf855d57cd0cdcdabe3bcc2a8c6773a4399dedcd0346c9430b6834d1f3e,2021-05,Bedfordshire Police,Bedfordshire Police,-0.413110,51.881481,On or near Parking Area,E01033805,Luton 023C,Investigation complete; no suspect identified
a572bb29fc5df85e74da53bf817e90b7fde9bce6259a59ea4856df19acb7c645,2021-05,Bedfordshire Police,Bedfordshire Police,-0.457602,51.912366,On or near Pedestrian Subway,E01015801,Luton 002A,Unable to prosecute suspect
7c9b37050826677169b364fb748e7459ebf3448432c6b651d8e9f09f54c78ac0,2021-05,Bedfordshire Police,Bedfordshire Police,-0.212283,52.129471,On or near KING STREET,E01017426,Central Bedfordshire 003B,Unable to prosecute suspect
414824fddc44578cf73c9a6924b606d8cbae66ed514e571b32676614c6262064,2021-05,Bedfordshire Police,Bedfordshire Police,-0.434585,51.922447,On or near DEXTER CLOSE,E01015707,Luton 001B,Unable to prosecute suspect
36e9c6ab29b9d0458ebd0771cfba6eca266de34aff6d9c6a5af8bb16b9509777,2021-05,Bedfordshire Police,Bedfordshire Police,-0.429545,51.886000,On or near BEECH ROAD,E01015725,Luton 017E,Investigation complete; no suspect identified
e2492d8c8841e70285454dfff47fb3e5991a3af461c332d3507b37320dc7da6d,2021-05,Bedfordshire Police,Bedfordshire Police,-0.465181,52.154046,On or near Parking Area,E01017457,Bedford 005E,Unable to prosecute suspect
81160404a55c4b2da2bb7b4792c66c173adc82e2e706360f93610a8aa8952870,2021-05,Bedfordshire Police,Bedfordshire Police,-0.505275,52.107825,On or near Sports/Recreation Area,E01017514,Bedford 018B,Unable to prosecute suspect
7310baef32ec28a9876d6fb1b6ac3b01ed60682f1bf3e722e8b6d49338190981,2021-05,Bedfordshire Police,Bedfordshire Police,-0.415560,51.884536,On or near DUDLEY STREET,E01033802,Luton 022D,Investigation complete; no suspect identified
277bc740e6c8bbbc605f5d97cc4e0ab39b0f0c94badf0c269aedea03b13fff0c,2021-05,Bedfordshire Police,Bedfordshire Police,-0.491604,51.903824,On or near SUSSEX CLOSE,E01015759,Luton 009D,Unable to prosecute suspect
b004f8b3ae4af97b096a359323767ab38cc2040a3ea9c23ea5c14df484376e46,2021-05,Bedfordshire Police,Bedfordshire Police,-0.417389,51.875065,On or near Bus/Coach Station,E01033806,Luton 021G,Unable to prosecute suspect
4603c27f1a4232f6af168755ed4a93cb8f7e159f910687c692211508f829fe43,2021-05,Bedfordshire Police,Bedfordshire Police,-0.484683,51.890472,On or near SKIMPOT ROAD,E01017583,Central Bedfordshire 027B,Investigation complete; no suspect identified
cd42305b1491502b56040ea5af9257808ccd80115502c33dd603abe5c3af0490,2021-05,Bedfordshire Police,Bedfordshire Police,-0.650116,51.926222,On or near NELSON ROAD,E01017609,Central Bedfordshire 021E,Unable to prosecute suspect
2e9cc8bdd664cc084b635550996da3e34ac0e7ebffad8bee35d0f9162f20f93f,2021-05,Bedfordshire Police,Bedfordshire Police,-0.512408,51.888776,On or near Petrol Station,E01017584,Central Bedfordshire 027C,Investigation complete; no suspect identified
96f6c68ed0f220f8f44a33672a350703da4ee371b09a72ff674bfbb87d727b4b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.409007,51.891542,On or near RICHMOND HILL,E01015778,Luton 012E,Investigation complete; no suspect identified
4ecd247bb22ea06f370cad075ca74eba13ce6023acab13c595cf90c0fc6803eb,2021-05,Bedfordshire Police,Bedfordshire Police,-0.434277,51.921256,On or near QUANTOCK CLOSE,E01015706,Luton 001A,Investigation complete; no suspect identified
fff03b60bda59e79d23d75b5547475e4c90fcd08f0f13e790d0589a9e0504af4,2021-05,Bedfordshire Police,Bedfordshire Police,-0.482683,52.136281,On or near HURST GROVE,E01017539,Bedford 013E,Suspect charged
d782b7fbcb405aedaf27fad52629a2aca5f01d87fddaa79d7877a8336667f9d3,2021-05,Bedfordshire Police,Bedfordshire Police,-0.482683,52.136281,On or near HURST GROVE,E01017539,Bedford 013E,Suspect charged
9c3c1a93516b800bea0b955df3f6eb459c58b3cecf474c029e4ad57c3f27345d,2021-05,Bedfordshire Police,Bedfordshire Police,-0.424261,51.875058,On or near CHILTERN RISE,E01015735,Luton 020D,Investigation complete; no suspect identified
1bdb63322d41e65088bad8cbb5fbf22287990ce1dff040384d8e96a42123d01d,2021-05,Bedfordshire Police,Bedfordshire Police,-0.482683,52.136281,On or near HURST GROVE,E01017539,Bedford 013E,Suspect charged
7754e37da8891a37ebabd204691bd6ec64ffec851f8f92554dad862ed36a1bb8,2021-05,Bedfordshire Police,Bedfordshire Police,-0.421889,51.874334,On or near BRECON CLOSE,E01015738,Luton 021A,Unable to prosecute suspect
61b6266d0b06ed3d2578664718f6ccd30e284d62bfa8b885184bceed47aded12,2021-05,Bedfordshire Police,Bedfordshire Police,-0.475187,51.907856,On or near BOXTED CLOSE,E01015752,Luton 005C,Suspect charged
287ac35c06d64cc254ac19026af46c39ed2e7a002858432936757bc07e24924c,2021-05,Bedfordshire Police,Bedfordshire Police,-0.528367,51.889534,On or near CLIFTON ROAD,E01017568,Central Bedfordshire 029C,Investigation complete; no suspect identified
f9d8b3bdb8578fd006cb6f3e4e986b7a0acea98b023da3135e6e0e789e2d9453,2021-05,Bedfordshire Police,Bedfordshire Police,-0.644871,51.907226,On or near TURNHAM DRIVE,E01033192,Central Bedfordshire 024F,Unable to prosecute suspect
8556379aeeeefdfe5447aad22dd46780d85a36234118cb04ee4d7903bee33519,2021-05,Bedfordshire Police,Bedfordshire Police,-0.534483,52.065861,On or near Park/Open Space,E01033819,Central Bedfordshire 009F,Investigation complete; no suspect identified
72002369463ef96e5e1ab0ce9760daa8d89666f228118126652f47032f0afa71,2021-05,Bedfordshire Police,Bedfordshire Police,-0.520225,51.887454,On or near Parking Area,E01033837,Central Bedfordshire 029G,Suspect charged
50cbd522436a8c900195c091311167de023f2d0655381e0161f5282bcc4c187d,2021-05,Bedfordshire Police,Bedfordshire Police,-0.416732,51.887986,On or near ARNCLIFFE CRESCENT,E01015739,Luton 022A,Investigation complete; no suspect identified
5761795d1ca16ef7f6b84e43860802b8052991e1862c10b7f1db17a424a51830,2021-05,Bedfordshire Police,Bedfordshire Police,-0.472313,52.138278,On or near HASSETT STREET,E01017471,Bedford 012F,Unable to prosecute suspect
59f51ed4b936138822b93b4e69b4b38436454a2b0997ba36f58a98751bb92eda,2021-05,Bedfordshire Police,Bedfordshire Police,-0.413465,51.882952,On or near MIDLAND ROAD,E01033802,Luton 022D,Investigation complete; no suspect identified
221cdaa6a0d5d42145477dc44cde944676d4e56d5c6bbb4e77d70adb944b0d78,2021-05,Bedfordshire Police,Bedfordshire Police,-0.658641,51.936399,On or near CARLTON GROVE,E01017606,Central Bedfordshire 020D,Unable to prosecute suspect
8187e3e7d0cec6d000f50e5f4d23f443da52841603578a714b90aae1cfebed20,2021-05,Bedfordshire Police,Bedfordshire Police,-0.472313,52.138278,On or near HASSETT STREET,E01017471,Bedford 012F,Unable to prosecute suspect
541b0d90285b8a780a7ab4f872eda804407767c296503c19414cfad0d4be7732,2021-05,Bedfordshire Police,Bedfordshire Police,-0.268422,52.053107,On or near THE AVENUE,E01017413,Central Bedfordshire 010D,Investigation complete; no suspect identified
8b6fb29c728da3c3effdb94b87dfe0cf7d9190bc5b647a442d7be79eadc5fa0b,2021-05,Bedfordshire Police,Bedfordshire Police,-0.461294,52.130681,On or near ROPE WALK,E01017522,Bedford 014E,Investigation complete; no suspect identified
0be68d90cdc2825e5cffcee7bedebb24d39c6f0d97910906d2a9beaacde068d1,2021-05,Bedfordshire Police,Bedfordshire Police,-0.418996,52.156332,On or near KENWYN CLOSE,E01034412,Bedford 004H,Unable to prosecute suspect
